
{SMT_CULTURE_ROMAN}				Roman
{SMT_SEA_EXPORTS}					Sea Exports
{SMT_BLOCKADED}					Blockaded
{SMT_WITHIN_X_TURNS}				(Within %d turns)
{SMT_CHANCE_OF_SUCCESS_X_PERCENT}		Chance of success %d%% success
{SMT_DESTROY_BUILDING}				Destroy building and return part of its cost to your treasury.
{SMT_TIME_TO_PROCESS_SIEGE_QUEUE}		Time to build queued items: %d turns


¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 05/08/2004 12:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_CHARACTER_BRIBED}			The following character will join your faction:
{SMT_SETTLEMENT_BRIBED}			The following settlement will join your faction:
{SMT_VISITORS_BRIBED}			The following visitors will join your faction:
{SMT_TRAVELLERS_BRIBED}			The following travellers will join your faction:
{SMT_ENTIRE_ARMY_BRIBED}		The entire army will join your faction
{SMT_ENTIRE_ARMY_DISBANDED}		The entire army will disband and return to the fields
{SMT_UNITS_BRIBED}			The following number of units will join your faction:
{SMT_UNITS_DISBANDED}			The following number of units will disband:
{SMT_TAX}					Tax
{SMT_AUTOMANAGE_TAXES_TOOLTIP}	Allow building assistant to adjust taxes in all settlements
{SMT_AUTOMATE_TAXES}			Automanage Taxes Only
{SMT_QUICKSAVE}				Quicksave
{SMT_LOCATE_BATTLE}			Locate position of battle
{SMT_ERUPTION_AT_ETNA_BODY}		The God Vulcan has caused Mount Etna to erupt! Thousands have died beneath the fiery lava.
{SMT_AUTOMANAGE_ALL_TOOLTIP}		Automatically set an AI building assistant for each settlement
{SMT_AUTOMATE_ALL}			Automanage Everything
{SMT_STATE_ICON_DEVASTATION}		Devastation
{SMT_INAPPROPRIATE_UNITS_FOR_ASSAULT}	Cannot assault as you don't have any units capable of attacking buildings
{SMT_EXCHANGE_COMMANDING_OFFICER}	This is the rankings admirals ship. He will not give up command to another admiral.
{SMT_EXCHANGE_IN_ZOC}			This unit is currently engaged in an enemy zone of control, and can move no further this turn.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 12/08/2004 09:53:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_OPEN_DEMANDS}				Something suitable in return for our offer
{SMT_OPEN_OFFERS}					Name your price to our reasonable demands
{SMT_THIS_CHARACTER_IN_YOUR_FACTION}	This spy is a member of your faction
{SMT_CHANCE_OF_SUCCESS_X_PERCENT}		Chance of success: %d%%

¬15 provinces and outlive faction

{SMT_SHORT_VICTORY_ROMANS_BRUTII}	Your victory is worthy of your proud Brutii ancestors. The foul Macedonians and perfumed Greeks have passed away, leaving not so much as a ruin behind! Congratulations on leading your family to a triumph as true Romans!
{SMT_SHORT_VICTORY_ROMANS_JULII}		Your victory is worthy of a true Roman. The family of Julii can take pleasure in seeing the barbarous, hairy Gauls driven to extinction, slavery and worse! This is a triumph and should be enjoyed!
{SMT_SHORT_VICTORY_ROMANS_SCIPII}	Your victory is a worthy and noble one! Your treacherous enemies in Africa - Carthage and Numidia - are only foot notes in the histories that will be written to praise your trimuph!
{SMT_SHORT_VICTORY_BRITONS}		Your victory is worthy of a modest celebration, involving drink, drink and some more drink! The foul and onion-reeking Gauls are no more, and your lands support many warriors! Celebrate your triumph!
{SMT_SHORT_VICTORY_CARTHAGE}		This victory is worthy and most sweet! The evil and mendacious Scipii are now in their graves - and none too soon - and the barbarous Spanish need trouble your thoughts no longer. This is a triumph to savour!
{SMT_SHORT_VICTORY_EGYPT}		Any Pharaoh would be pleased to celebrate a such a victory. The Seleucid menace is at an end, and the lands of Egypt are broad and many. This is a day to enjoy: a day of victory under your leadership!
{SMT_SHORT_VICTORY_GAULS}		The family of Julii and their lying allies in the Senate of Rome have been cast down. Gallic warriors rule much of the world, and this achievement is owed to your inspired war leadership. Celebrate your success!
{SMT_SHORT_VICTORY_GERMANS}		Victory has come to the Germans, thanks to your inspiring war leadership! The brutal Dacians and the mad horsemen of Scythia are all dead or enslaved, and German warriors hold many lands!
{SMT_SHORT_VICTORY_GREEK_CITIES}		The gods have smiled on your work, and victory is yours! The Macedonians and Thracians are cast down into the dust, and so all true and honest Greeks celebrate your success!
{SMT_SHORT_VICTORY_PARTHIA}		Victory has come! The horsemen of Parthia rule many lands thanks to your resolute leadership. Better still, the wicked Seleucids and Armenians have been driven into slavery or extinction!
{SMT_SHORT_VICTORY_SELEUCID}		Today the Seleucid Empire can celebrate, thanks to your noble leadership! Better still, the death-worshipping and unnatural Egyptians are gone to their ancestors - and may they have much joy of it!

¬long game, 50 provinces and conquer Rome

{SMT_LONG_VICTORY_ROMANS_BRUTII}	Rome is now safe under Brutii rule! All that was promised has come true under your strong leadership. A Brutii fist now wields the sword! A Brutii hand now wields the rods that bring law to the world! This is why the Brutii have struggled for years, and now victory is here!
{SMT_LONG_VICTORY_ROMANS_JULII}		This is a moment to savour! Rome and the Empire - indeed, the world - lie at your feet, and the People of Rome love you! The old women of the Senate need not trouble you further. Your enemies are weak, confused and thoroughly beaten. Victory – enjoy the trappings of power that you have earned!
{SMT_LONG_VICTORY_ROMANS_SCIPII}	The great family of Scipii have been blessed by the gods and your inspired leadership! Victory is indeed sweet, and all Romans can sleep safely knowing that we rule the Empire and protect them from all enemies. Roman – Scipii - armies now control an Empire that stretches across the world! Victory is yours!
{SMT_LONG_VICTORY_BRITONS}		Victory is yours! The Roman world has passed away, and now our warriors rule the lands between sunrise and sunset. Across the world the druids chant to the old gods! This is a moment to savour, a moment to raise the cup of victory and from it drink deeply!
{SMT_LONG_VICTORY_CARTHAGE}		The world is yours, and so is victory! No other power can threaten the greatness that Carthage has achieved under your inspired and profitable leadership! This is a day to celebrate, a day to consider the shape of the world under its new Carthaginian overlords!
{SMT_LONG_VICTORY_EGYPT}		Victory is yours! All your foes have faded into the shadows or been turned to dust by the desert winds. Pharaohs as yet unborn will take your name in recognition of your achievement in leading the Egyptians to such greatness!
{SMT_LONG_VICTORY_GAULS}		Gallic courage - and your brave leadership - have conjured up victory! Celebrate your achievement, and gaze upon the extent of the Gallic empire - a wonder of the world in its greatness. Other peoples can only despair and go in fear at your might!
{SMT_LONG_VICTORY_GERMANS}		You have lead the brave German people out of their dark forests and into the sunlit lands of victory! The world is yours, and all lesser peoples cower in fear at the approach of your armies. This is victory - for a barbarian people!
{SMT_LONG_VICTORY_GREEK_CITIES}		Civilization has been spread to every corner of the world! Greeks rule wisely and well across many lands, and this is victory! Better still, it is a victory achieved under your intelligent and diligent leadership! Truly the gods of Olympus have blessed you with miraculous powers of command!
{SMT_LONG_VICTORY_PARTHIA}		Parthia is now an empire, not a mere kingdom overlooked and treated with contempt by others. Your superior command skills have brought victory to Parthian armies, and placed a Parthian banner on the walls of many towns and cities. The world is now a Parthian plaything!
{SMT_LONG_VICTORY_SELEUCID}		The Seleucid Empire is now the mightest power in the world, unassailable by any external threat! Your leadership and command abilities have brought this victory to the Seleucids, and statues in your honour should be prominent in every town and city! The gods themselves look on in jealousy!

¬defeat, by a major power

{SMT_DEFEATED_BY_ROMANS_BRUTII}	Victory has eluded your grasp, and instead the Brutii, those cruel Romans, now hold the world in their iron grasp. The world is a darker, more terrible place as a result!
{SMT_DEFEATED_BY_ROMANS_JULII}		Victory has slipped away, and you have lost the chance to rule the world. The Julii family, friends to the Roman mob, now rule the roost. The Roman Empire is secured for the future!
{SMT_DEFEATED_BY_ROMANS_SCIPII}	The gods have not smiled upon your efforts, and the chance of victory has slipped away. Instead, the Roman Scipii family have been favoured - as they always claimed - and now command the destiny of the world!
{SMT_DEFEATED_BY_BRITONS}		The blue-painted Britons and their bloody-handed druids have snatched victory. This time you must taste the ashes of defeat, rather than the sweet wine of success!
{SMT_DEFEATED_BY_CARTHAGE}		Defeat is all that you can claim! The Carthaginians and their mercenaries have won the day! Their foul baby-murdering practices will now spread across the world, and all will know fear.
{SMT_DEFEATED_BY_EGYPT}		The Pharaoh and his slavish followers have snatched victory from you. This is a dark day, that such a group of death-worshipping corpse-obsessed madmen should have taken such power!
{SMT_DEFEATED_BY_GAULS}		Victory can no longer by yours. The trouser-wearing and unfeasibly moustached Gauls now rule the roost! It is a sad turn of events that such unwashed people control so much of the world!
{SMT_DEFEATED_BY_GERMANS}		Defeat is your only reward! The gods have obviously turned their backs on your efforts. The Germans - a mad people from the darkest of backwoods, after all - have achieved victory over all their foes! A black day!
{SMT_DEFEATED_BY_GREEK_CITIES}		Victory has been claimed by the Greeks, of all people! This is a dark day, when over-nice and perfumed fops who pretend to be civilized claim victory in your place. Defeat, however, need not be the final verdict...
{SMT_DEFEATED_BY_PARTHIA}		Victory has been snatched from your outstretched hand by the wily and cunning Parthians. This is a dark day - that horse-lovers and Easterners should claim victory in your place!
{SMT_DEFEATED_BY_SELEUCID}		The Seleucid Empire has triumphed, and victory can no longer be yours. All your plans may have come to naught, but will the free peoples of the world by happy, bowed beneath the cruel Seleucid yoke?

¬defeat, by an unplayable faction

{SMT_DEFEATED_BY_ROMANS_SENATE}	The Roman Senate has triumphed, and even now the old men in Rome are celebrating their success! All your efforts have come to naught, thanks to their scheming and underhanded tactics.
{SMT_DEFEATED_BY_MACEDON}		Under Alexander the Great the Macedonians nearly conquered the world. Now, they have done enough to claim victory and greatness once again. All other people - among them you - can only 'enjoy' defeat!
{SMT_DEFEATED_BY_PONTUS}		You have been defeated! A new power has arisen in the East and even now its generals and governors call themselves lords of many lands. The people of Pontus are right to celebrate their triumph!
{SMT_DEFEATED_BY_ARMENIA}		A new power has arisen in the East. The Armenians have claimed victory, as is their right. All other people - including your own - must eventually bow the knee to this new empire!
{SMT_DEFEATED_BY_DACIA}		Victory has been snatched by the barbarous Dacians! That such a people should now think themselves masters of the world! This is surely a black day for everyone with even one ounce of civilization in their souls!
{SMT_DEFEATED_BY_SCYTHIA}		You have been defeated! From the wide steppes the horsemen of Scythia have come to claim victory! No other people are in a position to dispute the mastery of the barbarous Scythians.
{SMT_DEFEATED_BY_SPAIN}		Your have been defeated! All the world agrees that the barbarian Spanish have every right to claim victory, and behave as the new overlords of the world!
{SMT_DEFEATED_BY_THRACE}		Victory has been snatched by the barbarous Thracians! That such a people should now think themselves masters of the world! This is surely a black day for everyone with even one ounce of civilization in their souls!
{SMT_DEFEATED_BY_NUMIDIA}		You are staring defeat in the face. The cunning Numidians have done enough to claim victory and, presumably, eventual mastery of the world. Their empire may eventually stretch from Africa to the far steppes!
{SMT_DEFEATED_BY_SLAVE}		Victory has been snatched away by a rabble of slaves, rebels and malcontents. Fit only for sweeping the streets, these people now stride around as though they owned the world. Well, perhaps they do...

{SMT_LAND_IMPORTS}		Land Trade (Imports and Exports)
{SMT_1_REGION_LEFT}		Capture 1 more region

{SMT_MISSION_BLOCKADE_PROPOSAL}		The Senate asks that you send one of your fleets to blockade this port for one turn. This will increase the pressure on this faction by cutting their income.
{SMT_NEED_GOVERNOR_TO_MANAGE}		To change the automanagement status of this settlement move a family member in as governor

{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_FORT}			This fort should be able to hold out for another %d turns
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_FORT}		In the event of a siege, this fort can hold out for %d turns
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_FORT_1_TURN}		This fort should be able to hold out for another turn
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_FORT_1_TURN}	In the event of a siege, this fort can hold out for 1 turn
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_1_TURN}			This settlement should be able to hold out for another turn
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_1_TURN}		In the event of a siege, this settlement can hold out for 1 turn
{SMT_BLOCKADED}					(Blockaded)

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 19/08/2004 16:05:00
¬*
¬****************************************************************************************
¬****************************************************************************************

¬Popular with the people >5, and then the Senate says...

{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_0}		The Senate see you as less worthy than the rats that live in the Cloaca Maxima! Instead, they fear your popularity with the mob and what you might do. You are the greatest threat to the Republic and Roman freedoms.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_1}		Many in the Senate openly accuse you of foreign, perverse practices! They take any opportunity to blacken your name and celebrate your failures. All this is in the best interests of Rome, of course.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_2}		The Senate has often debated your worth, but come to no favourable conclusions. A great many Senators would be glad to attend your funeral Games. Some would be happy to pay for your funeral Games.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_3}		Senators turn away from you in the street, and bar their doors to you. They are happy enough slandering you in public, casting doubts on your parentage, your personal habits, and your children's true paternity.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_4}		Insincerity drips from every message the Senate sends in praise of your efforts for the Republic. Your popularity with the mob makes most Senators uncomfortable, and a few openly wonder about your true loyalties.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_5}		A majority within the Senate recognise your greatness, but are concerned by your motives. Outright hostility from the Senators is muted but always present thanks to your popularity with the common people.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_6}		In public the Senators praise your deeds, but most mutter that you are motivated by a distinctly un-Roman ambition and hunger for glory. They do not trust you at all, and fear you are too popular with the mob.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_7}		Senators are careful to give your credit for your efforts and invite you to dinner at polite intervals, but their smiles and praises reek of insincerity and not a little fear.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_8}		The Senate holds you in the highest regard, but then distance lends enchantment. And the further you are from the centre of power in Rome, the more the Senate approve of you!
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_9}		In public the Senators talk of you as Romulus reborn, a new father to the Republic. In private, however, a few of the braver ones suspect that you will make yourself the dictator of Rome, or worse!

¬ Transition messages for popularity with Senate and people

{SMT_SENATE_STANDING_RANKING_UP_TO_9}			Your standing in the eyes of the Senate of Rome has risen to unprecedented heights. Were you Jupiter himself, you could not be held in higher public regard.
{SMT_SENATE_STANDING_RANKING_UP_TO_6}			The Senators of Rome have a much improved opinion of your achievements, and now look favourably upon you... mostly... most of the time.
{SMT_SENATE_STANDING_RANKING_UP_TO_3}			Your standing among the Senators of Rome is much improved. For a start, it should be a considerable relief that they no longer urge slaves to hurl ordure in your general direction!

{SMT_SENATE_STANDING_RANKING_DOWN_TO_4}		Your standing among the Senators of Rome is ebbing away, and this should be a cause for concern.
{SMT_SENATE_STANDING_RANKING_DOWN_TO_1}		Your standing with the Senate of Rome has reached a nadir. Perhaps carrying out the wishes of the Senate would improve matters.

{SMT_SENATE_POPULAR_SUPPORT_UP_TO_9}			The mob now shout your name from the rooftops, and name their children in your honour! When the mob is on your side like this, perhaps ultimate power isn't so far away after all...
{SMT_SENATE_POPULAR_SUPPORT_UP_TO_6}			The mob now know your name, and speak of your triumphs with approval. This is a more-than-hopeful sign, and a good basis for consolidating your popularity.
{SMT_SENATE_POPULAR_SUPPORT_UP_TO_3}			Your popularity with the mob is now improved. There is some hope that one day the people will call out your name in approbation rather than use you as a bogeyman to frighten children!

{SMT_SENATE_POPULAR_SUPPORT_DOWN_TO_4}		Your support among the common people on the streets of Rome is ebbing away. No one can hope to challenge the Senate without at least some support from the people!
{SMT_SENATE_POPULAR_SUPPORT_DOWN_TO_1}		The common people now hate you with a passion, and it is hard to conceive of any events that would make less popular. Finding such events is not to be seen as a challenge!

{SMT_SHOW_CHARACTER_INFO}				Show this character's information scroll

{SMT_STATE_ICON_SQUALOUR}				Squalor
{SMT_STATE_ICON_WAGES}				The salaries for your generals and agents are divided up according to settlement size, and this is the amount paid from here.
{SMT_STATE_ICON_UPKEEP_NEW}				Your armed forces' total running costs are divided up according to settlement size. This amount is being paid from here.

{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}	Hold %d provinces and destroy or outlast the following faction (or factions):	¬ allows for just one faction listed after message
{SMT_BY}		By:
{SMT_ON}		On:
{SMT_ALLY}		Ally:
{SMT_ENEMY}		Enemy:

{SMT_REWARD_THROW_GAMES_DESCRIPTION}	Games will be thrown in your honour at the Senate's expense
{SMT_GOVERNOR_POLICY_STRONGHOLD}		Growth build policy

{SMT_DIPLOMACY_OFFER_THREAT_OF_ATTACK}			Accept or we will attack
{SMT_DIPLOMACY_OFFER_DEMAND_NO_ATTACK}			Please do not attack
{SMT_GATES_OPEN_SETTLEMENT}			Your spies have infiltrated this settlement\nThere is a %d%% chance that they will manage to open the gates when you attack
{SMT_GATES_OPEN_FORT}				Your spies have infiltrated this fort\nThere is a %d%% chance that they will manage to open the gates when you attack
{SMT_VICTORY_CONDITION_OUTLAST_SENATE}		Destroy or outlast the Senate

{SMT_ALLOW_BUILDING_TOOLTIP}				Set AI to manage all contruction in this settlement
{SMT_ALLOW_TROOP_PRODUCTION_TOOLTIP}			Set AI to manage all recruitment in this settlement
{SMT_AUTOMANAGE_ALL_TOOLTIP}				Set AI to manage construction and recruitment across all settlements
{SMT_AUTOMANAGE_TAXES_TOOLTIP}				Set AI to manage taxes across all settlements

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 01/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_GATES_OPEN_SETTLEMENT_ACTUAL}			Your spies have infiltrated this settlement\nThe gates will be open when you attack
{SMT_GATES_OPEN_FORT_ACTUAL}				Your spies have infiltrated this fort\nThe gates will be open when you attack

{SMT_GATES_OPEN_SETTLEMENT}			Your spies have infiltrated this settlement.  There is a %d%% chance that they will manage to open the gates if you attack.
{SMT_GATES_OPEN_FORT}				Your spies have infiltrated this fort.  There is a %d%% chance that they will manage to open the gates if you attack.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 03/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DESTROY_BUILDING}		Destroy building and return part of its cost to your treasury.
{SMT_MISSION_ATTACK_OUTLAW_FACTION_PROPOSAL}	This faction has been outlawed. The Senate asks that you attack it
{SMT_MISSION_BLOCKADE_SUCCESS}		The Senate notes that the blockade we requested is now in place.
{SMT_DESERTED}			Deserted
{SMT_SELECTED_MERCENARIES}					Selected Mercenaries (Total cost: %d)
{SMT_DIED_TRAGIC}			Died tragically:
{SMT_DIED_BATTLE}			Died in battle:
{SMT_DIED_ASSASSINATED}		Assassinated:
{SMT_EXECUTED}			Executed:
{SMT_DIED}				Died peacefully:
{SMT_BORN}				Born:
{SMT_DIED_PLAGUE}			Died of the plague:
{SMT_NEXT}				Next:
{SMT_1_YEAR_REMAINING}		(1 year remaining)
{SMT_X_YEARS_REMAINING}		(%d years remaining)
{SMT_DEFEAT_BODY}			In 14AD Augustus, the first emperor of Rome, died. He left control of the Roman world to Tiberius in his will, as though it were just another possession. This marks the end of the Republic and the true foundation of the Empire. You have done much, but have failed to match the achievements of the mighty Augustus this time. You can continue with your campaign or play again.
{SMT_DEFEAT}			Victory Conditions Failed
{SMT_PENALTY_CENSOR_INVESTIGATES_FACTION}					Following investigation of your faction by the censor, %S has committed suicide
{SMT_REGIONS_GAINED}						Regions Controlled:
{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}	Become the supreme ruler of Rome and control at least 50 provinces
{SMT_AI_REINFORCEMENT}		Allow this army to be controlled by the AI
{SMT_REWARD_ONE_TRIARII_DESCRIPTION}	You will be rewarded with a unit of Triarii
{SMT_REWARD_TWO_TRIARII_DESCRIPTION}	You will be rewarded with two units of Triarii
{SMT_DISBAND}					Disband unit\nNaval units can only be disbanded in a home port\nGeneral's units cannot be disbanded.


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			EXPANSION PACK TEXT BEGINS HERE!!!
¬*		ALL TEXT BELOW THIS LINE SHOULD BE EXPANSION ADDITIONS/CHANGES ONLY!!!
¬*
¬*¬***** Changes made after 05/01/2005 15:18:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_SHOW_FACTION_LISTS}	Show lists scroll
{SMT_OCCUPY_SETTLEMENT}		Occupy Settlement
{SMT_RAZE_SETTLEMENT}		Sack Settlement
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_1}	Hold %d regions, including:
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_2}	. Outlive factions:

{SMT_ESPIONAGE_IN_CARTHAGE_TITLE}				New Testament Formulated
{SMT_A_NEW_RELIGION_TITLE}					The Sassanid Martyrdoms
{SMT_ERUPTION_AT_ETNA_TITLE}					The Martyrdom Of Saint Eusebius
{SMT_PLAGUE_IN_MACEDONIA_TITLE}				First Council of Constantinople
{SMT_STOIC_PHILOSOPHY_TITLE}					The Serapeum Destroyed
{SMT_HAND_PUMP_INVENTED_TITLE}					Final Olympic Games Held
{SMT_LIBRARIAN_AT_ALEXANDRIA_TITLE}				Council of Carthage
{SMT_GREAT_LIBRARY_COMPLETED_TITLE}				The Notitia Dignitarum
{SMT_THROUGH_A_GLASS_CLEARLY_TITLE}				The Vulgate
{SMT_ARCHIMEDES_SCREW_TITLE}					Heretical British Monk Disapppears
{SMT_GREEK_LOGIC_TITLE}						Patrick Introduces Christianity To Ireland
{SMT_STAR_CATALOGUE_TITLE}					Council of Ephesus
{SMT_PLAGUE_IN_ALEXANDRIA_TITLE}				Legal Code Revised
{SMT_RITES_OF_BACCHUS_BANNED_TITLE}				Council of Chalcedon
{SMT_EARTHQUAKE_IN_PONTUS_TITLE}				Papal Primacy
{SMT_CONCRETE_INVENTED_TITLE}					The Slavs Emerge
{SMT_ERUPTION_AT_VESUVIUS_TITLE}				Pagan Philosopher Murdered

{SMT_ESPIONAGE_IN_CARTHAGE_BODY}				Athanasius has finished collating his New Testament, presenting the canon in a twenty-seven book form (the omitted books become known as the Apocrypha). There are whispers that the decision as to what to include and what to omit had more to do with the political interests of Church leaders than true doctrine.
{SMT_A_NEW_RELIGION_BODY}					In an effort to drive Christianity out of his Armenian lands, the Sassanid ruler has martyred many Christians, including Joseph of Persia and the 80-year-old Bishop of Hnaita. It is thought that his actions are intended to taunt the Roman Empire as to its powerlessness to intervene. The men were tortured and then beaten to death.
{SMT_ERUPTION_AT_ETNA_BODY}					Eusebius, the Bishop of Samosata in Syria, has been martyred by a roof tile that was hurled at him during a Church ceremony. Eusebius had defied the Arian Emperor Constantius in 361 by refusing to hand over the records of the Synod of Antioch, despite the threat of losing a hand. His resolution was so impressive that Constantius let him go unharmed.
{SMT_PLAGUE_IN_MACEDONIA_BODY}				The Christian Church has held a Council in Constantinople to mark the final defeat of Arianism, the heretical teachings of Arius, the third century mystic. All his books were ordered destroyed and Arianism was made a crime in 326, but his teachings about the nature of Christ were appealing to many, including the Goths. Now, however, such wrong thinking has been entirely suppressed.
{SMT_STOIC_PHILOSOPHY_BODY}					In an effort to destroy pagan influences in Alexandria, the Bishop of Alexandria has stripped the treasures from pagan temples and displayed them in his churches. In the troubles that followed the pagans barricaded themselves inside the Serapeum, a most impressive temple dedicated to the sacred bull Apis. They were given safe passage but promises to leave the temple alone were conveniently ignored when a Christian mob was allowed to tear down the structure stone by stone.
{SMT_HAND_PUMP_INVENTED_BODY}					The Olympic Games, having been held every fourth year for at least a thousand years, are now at an end, as the Emperor has decreed them to be a pagan festival.
{SMT_LIBRARIAN_AT_ALEXANDRIA_BODY}				A Church Council held in the city of Carthage has extended the doctrine and practices of the Christian Church. After careful argument it has been decided firstly that prayers for the dead will have an effect in making sure that they reach Heaven; secondly, some sins can be atoned for by the dead soul spending time in Purgatory, paying off bad behaviour by suffering the torments of damnation for a given time.
{SMT_GREAT_LIBRARY_COMPLETED_BODY}				This huge list of dignitaries, the state offices they hold, and the position and composition of the armed forces is at last complete. The Notitia Dignitatum lists every government job in both halves of the Empire, and gives the authority and responsibilities of each.
{SMT_THROUGH_A_GLASS_CLEARLY_BODY}				Jerome has completed his translation of the Old and New Testaments from Hebrew and Aramaic into Latin. This massive work - the versio vulgata, or Vulgate Bible - soon becomes the standard catholic, or universal, biblical version of the book. Unfortunately, Jerome's translation is marred in some particulars by the speed at which he worked, which resulted in errors and misconceptions.
{SMT_ARCHIMEDES_SCREW_BODY}					Pelagius, a Romano-British monk and scholar - may have been murdered because of his heretical teachings. He had made the mistake of arguing against Augustine's teachings, proposing ideas of living and sin that had much in common with pagan Stoic thought. He had also managed to avoid condemnation for heresy once, but the combined authority of Augustine and Jerome lead to his excommunication at the Council of Carthage. Shortly after his excommunication, Pelagius disappeared. Foul play has been suspected.
{SMT_GREEK_LOGIC_BODY}						Patricius - or Patrick - has returned to Ireland with the gospel of Christianity. Formerly a slave there until the age of 16, Maewyn Succat escaped, studied in monasteries across the mainland of Europe and changed his name to Patricius. He went back to Ireland as a result of a command that he received in a dream.
{SMT_STAR_CATALOGUE_BODY}					A Church Council convened in Ephesus has denounced the teachings of the Christian scholar Nestorius as heretical and against the true beliefs of the Church. Nestorius had argued - a little too loudly - that Christ had completely separate human and divine aspects to his nature.
{SMT_PLAGUE_IN_ALEXANDRIA_BODY}				The entire edifice of Roman law has been put on a sensible footing as all the laws, statutes and decrees from 1000 years have been organised, codified and ordered. Laws have been ordered so older laws that were superceeded are listed in date order, allowing a more sensible interpretation of the law in both halves of the Empire, and making all parts of the Roman world feel part of a greater whole.
{SMT_RITES_OF_BACCHUS_BANNED_BODY}				The Ecumenical Council has met in Chalcedon and refined the Church's creed concerning the person and work of Christ by voting that, after all the arguments had been considered, he was 'truly man and truly God'. The Council also decided to raise the status of the patriarchy of Constantinople, by giving it authority over Pontus, Asia and Thrace.
{SMT_EARTHQUAKE_IN_PONTUS_BODY}				The Patricarch of Rome, the Pope, has declared a new doctrine that gives him absolute authority over the Christian Church. He argues that his authority is divine, directly from God even though it is exercised by man. Many outside the Pope's immediate court have expressed concerns about this move.
{SMT_CONCRETE_INVENTED_BODY}					A new faction has arisen in the far north. The Slavs are a tribal people who, having found new power as a unified faction, are now migrating southwards. They will almost certainly seek easy prey in the warmer climes of Europe...oh, and displace whoever happens to be living there at the time…
{SMT_ERUPTION_AT_VESUVIUS_BODY}				Hypatia of Alexandria, the Platonic philospher, mathematician and astronomer has been murdered thanks to being a pagan, too clever by half,  and a woman. Her suspected involvement in a religious dispute between the Church and government authorities in Alexandria was enough for a group of monks to beat her to death, mutilate the corpse with broken tiles, and then burn her. Hypatia's sad death marks a sea-change in religious attitudes and toleration.

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
